"Postaja","Glob_sevanje_max","Glob_sevanje_mean","Hitrost_vetra_max","Hitrost_vetra_mean","Hitrost_vetra_min","Sunki_vetra_max","Sunki_vetra_mean","Sunki_vetra_min","Padavine_mean","Padavine_sum","Pritisk_max","Pritisk_mean","Pritisk_min","Vlaga_max","Vlaga_mean","Vlaga_min","Temperatura_Krvavec_max","Temperatura_Krvavec_mean","Temperatura_Krvavec_min","Temperatura_lokacija_max","Temperatura_lokacija_mean","Temperatura_lokacija_min","PM10","O3","Weekday","Month","Year","Season","O3Class","PM10Class","Year_mon"
"677","Koper",4,0.5,2.1,1.6875,1,3.4,2.7,1.6,0,0,1018.4,1015.6875,1014,89.4,87,83.2,-0.7,-1.2875,-2.2,9.3,7.7875,6.3,20,47.75,"èetrtek","december",2014,"Jesen","NIZKA","NIZKA",dec. 2014
"678","Koper",3,0.375,1.8,1.375,0.9,3.1,2.3875,1.7,0,0,1022.9,1022.5125,1022.2,84.4,82.4625,79,6.1,4.95,3.3,9.7,8.9125,8.2,23.6,40.5,"petek","december",2014,"Jesen","NIZKA","NIZKA",dec. 2014
"679","Koper",1,0.125,2.5,1.5125,0.6,3.9,2.475,1.2,0.05,0.4,1022.6,1021.75,1021.3,92.2,87.5,78.7,4.1,3.4125,1.8,11.5,10.7875,10.5,30.7,24.35,"sobota","december",2014,"Jesen","NIZKA","NIZKA",dec. 2014
"680","Koper",3,0.375,3.2,1.9875,0.8,4.8,3.4375,1.6,0,0,1025.7,1023.3875,1021.6,91,85.4875,76.3,-1.7,-2.65,-3.5,10.8,7.925,5.7,27.7,64.3,"nedelja","december",2014,"Zima","SREDNJA","NIZKA",dec. 2014
"681","Koper",1,0.125,2.3,1.7375,1.2,4.2,2.925,2.2,0,0,1031.6,1030.5,1029.6,90.6,87.2125,83.8,1.2,-0.9875,-2.5,7.6,7.05,6.5,23.2,45.2,"ponedeljek","december",2014,"Zima","NIZKA","NIZKA",dec. 2014
"682","Koper",0,0,2.8,1.7,1.1,4.5,2.9375,2,0,0,1028.6,1028.1625,1027.9,78.7,76.6875,74.2,8.2,7.575,7,9.3,9.05,8.7,32.1,48.5,"torek","december",2014,"Zima","NIZKA","NIZKA",dec. 2014
"683","Koper",1,0.125,2.6,1.6625,0.9,3.9,2.6,1.5,0,0,1028.3,1027.6875,1027.2,83.4,80.125,77.8,9.1,8.275,6.5,8.9,8.5125,8.2,48,48.35,"sreda","december",2014,"Zima","NIZKA","VISOKA",dec. 2014
"684","Koper",1,0.125,1.8,1.2625,0.6,3.2,2.3,1.2,0,0,1024.1,1023.2875,1022.8,85.3,83.95,82.9,-0.2,-1.7,-3,9.5,9.3,9.1,44.4,30.4,"èetrtek","december",2014,"Zima","NIZKA","VISOKA",dec. 2014
"685","Koper",1,0.125,3.1,2.2,1.1,8.4,5.5375,1.8,0.0625,0.5,1022,1020.75,1019.4,81.9,62.8875,51.7,-5,-6.1625,-6.9,9.2,8.075,6.8,1.3,68.1,"petek","december",2014,"Zima","SREDNJA","NIZKA",dec. 2014
"686","Koper",2,0.25,2.9,2,1.4,5.7,3.6375,2.2,0,0,1022,1019.95,1017.7,72.6,54.7875,48,-9.2,-9.5125,-10.3,3.8,2.525,1.6,7,71.8,"sobota","december",2014,"Zima","SREDNJA","NIZKA",dec. 2014
"687","Koper",0,0,5.2,3.0625,1.5,13.7,8.15,4.5,0,0,996.7,996.0375,995.4,73,61.225,53.4,-7.7,-8.025,-8.7,4.6,4.2,3.5,7,70.65,"nedelja","december",2014,"Zima","SREDNJA","NIZKA",dec. 2014
"688","Koper",2,0.25,4,2.8875,2.2,9.4,7.1125,5.2,0,0,1030.1,1029.275,1027.8,40.7,35.5375,30.1,-14.3,-14.75,-15.1,1,0.3375,0.1,14.4,64.65,"torek","december",2014,"Zima","SREDNJA","NIZKA",dec. 2014
"689","Koper",8,1,4.6,3.7375,2.3,11.3,9.175,7.3,0,0,1030.1,1029.7125,1029.5,46.8,43.4,32,-11.2,-11.45,-11.7,-0.5,-0.8125,-1,12.1,75.65,"sreda","december",2014,"Zima","SREDNJA","NIZKA",dec. 2014
"1265","Ljubljana",1,0.125,0.9,0.65,0.3,2.1,1.6125,1.1,0,0,985.5,983.5375,982.3,96.1,95.825,95.4,-0.4,-1.6875,-2.5,-1.8,-2.1375,-2.7,51.4,62.05,"torek","januar",2013,"Zima","SREDNJA","VISOKA",jan. 2013
"1266","Ljubljana",1,0.125,1.1,0.675,0.3,2.9,1.8125,0.9,0,0,983.9,982.5875,981.8,82.9,79.175,76.9,-2.3,-2.9875,-4.3,3.4,3.2,2.9,44.3,21.15,"sreda","januar",2013,"Zima","NIZKA","VISOKA",jan. 2013
"1267","Ljubljana",3,0.375,1.2,0.7375,0.4,2.6,1.725,1,0,0,998.8,997.7875,996.8,94.5,93.5625,92.9,-4.3,-4.525,-4.7,3.3,2.875,2.3,49,37.1,"èetrtek","januar",2013,"Zima","NIZKA","VISOKA",jan. 2013
"1268","Ljubljana",7,0.875,1.3,0.8875,0.6,3.2,2.2125,1.3,0,0,995.1,994.325,993.7,94.2,93.3,92.5,3.3,2.9625,2.6,1.3,0.6875,0.1,61.3,2.7,"petek","januar",2013,"Zima","NIZKA","VISOKA",jan. 2013
"1269","Ljubljana",6,0.75,1.3,1,0.5,4.5,2.85,1.3,0,0,987.3,985.775,985,95.6,94.2625,93.3,3.5,2.9875,2.4,0.9,0.5875,0.3,38.9,62.45,"sobota","januar",2013,"Zima","SREDNJA","VISOKA",jan. 2013
"1270","Ljubljana",2,0.25,0.9,0.575,0.3,2.3,1.5875,0.8,0,0,988.5,987.8625,987.3,92.2,87.65,81.8,0,-0.25,-0.7,4.5,3.1625,2,30.3,31.6,"nedelja","januar",2013,"Zima","NIZKA","NIZKA",jan. 2013
"1271","Ljubljana",2,0.25,1.1,0.675,0.3,2.8,1.8625,1.5,0,0,985.9,984.575,984,97.6,96.3,92.6,0.4,-0.025,-0.5,1.4,0.6125,0.2,26.8,50.7,"ponedeljek","januar",2013,"Zima","NIZKA","NIZKA",jan. 2013
"1272","Ljubljana",2,0.25,0.9,0.675,0.5,2.3,1.625,1.2,0,0,993.1,992.1875,991.6,79.9,76.25,67.3,-2.1,-3.4125,-4.2,1.7,1.225,0.6,28.5,56.95,"torek","januar",2013,"Zima","NIZKA","NIZKA",jan. 2013
"1273","Ljubljana",7,0.875,1.1,0.7375,0.3,2.4,1.775,0.9,0,0,987.5,987,986.5,86,83.475,81.2,1.6,1.35,1.1,2.3,2.0625,1.7,67.6,5,"sreda","januar",2013,"Zima","NIZKA","VISOKA",jan. 2013
"1274","Ljubljana",2,0.25,2,1.2625,0.4,4.2,2.8625,1.5,0.075,0.6,980.9,978.9875,978,94,87.4125,83.8,-3.4,-3.475,-3.6,5.9,5.3875,4.3,32.9,35.45,"èetrtek","januar",2013,"Zima","NIZKA","NIZKA",jan. 2013
"1275","Ljubljana",3,0.375,1.4,0.7875,0.5,2.9,1.8,1.3,0,0,973.4,972.7625,972.1,97,95.4875,93.4,-3.7,-4.1,-4.3,1.3,0.075,-1,43.4,28.85,"petek","januar",2013,"Zima","NIZKA","VISOKA",jan. 2013
"1276","Ljubljana",4,0.5,2.5,1.925,1.6,5.4,4.5375,3.4,0,0,982.6,981.6125,980.8,78.1,68.825,60,-7.7,-8.35,-9.1,1.9,0.55,-0.5,23,57.4,"sobota","januar",2013,"Zima","NIZKA","NIZKA",jan. 2013
"1277","Ljubljana",1,0.125,1.3,0.7875,0.3,2.6,1.7875,1.4,0,0.9,981.1,980.45,980,77.1,72.75,69.6,-5.3,-5.75,-6.3,0.7,0.5375,0.4,31.6,37,"nedelja","januar",2013,"Zima","NIZKA","NIZKA",jan. 2013
"1278","Ljubljana",0,0,0.8,0.675,0.4,2.5,2.05,1.3,1.85,13.9,978.1,977.2,976.6,93,92.6,91.8,-6.2,-7.1625,-7.9,-1.5,-1.6625,-1.8,29.7,30.8,"ponedeljek","januar",2013,"Zima","NIZKA","NIZKA",jan. 2013
"1279","Ljubljana",1.8,0.225,0.9,0.5875,0.2,1.8,1.5125,1.3,0,0,977.4,976.7,976,92.3,91.2125,89.4,-3.9,-4.7625,-5.5,-0.8,-0.9875,-1.1,42.7,23.35,"torek","januar",2013,"Zima","NIZKA","VISOKA",jan. 2013
"1280","Ljubljana",1.7,0.2125,1.1,0.7375,0.2,2.5,1.7375,0.9,0,1.2,969.6,968.3375,967.3,93.7,92.525,90.5,-5.5,-5.775,-6.4,0.1,-0.05,-0.1,25.4,32.7,"sreda","januar",2013,"Zima","NIZKA","NIZKA",jan. 2013
"1281","Ljubljana",0,0,1.3,0.625,0,2.3,1.45,0.4,0.7,4.4,966.2,964.85,964.2,94,92.1875,90.7,-6.7,-7.3625,-8.4,-0.2,-0.5,-0.6,25.1,33.35,"èetrtek","januar",2013,"Zima","NIZKA","NIZKA",jan. 2013
"1282","Ljubljana",1,0.125,2.1,1.525,0.9,4.1,3.1375,1.8,0,0,966.9,966.4625,966,86.9,86.325,85.9,-7.9,-8.0875,-8.3,-0.3,-0.5125,-0.7,24.4,25.2,"petek","januar",2013,"Zima","NIZKA","NIZKA",jan. 2013
"1283","Ljubljana",5,0.625,2.3,1.6875,0.9,3.8,3.125,2.1,0,0,966.3,966.025,965.7,91.8,90.3875,88.7,-7.2,-7.9125,-9.3,-0.5,-1.9125,-3.1,47.1,22.05,"sobota","januar",2013,"Zima","NIZKA","VISOKA",jan. 2013
"1284","Ljubljana",2,0.25,1.8,0.6625,0.1,3.4,1.7,0.6,0.3375,2.7,965.5,964.525,963.9,96.3,94.2375,92,-0.3,-2.2125,-4.1,1.8,1.1875,0.9,37.2,37.1,"nedelja","januar",2013,"Zima","NIZKA","VISOKA",jan. 2013
"1285","Ljubljana",2,0.25,0.9,0.5625,0.3,3.3,1.6875,0.9,0.4625,4.4,962.4,961.35,960.5,98,97.6625,97.1,0.4,0.1875,0,1.7,1.3375,1.1,65.7,6,"ponedeljek","januar",2013,"Zima","NIZKA","VISOKA",jan. 2013
"1286","Ljubljana",1.8,0.225,1.7,0.8875,0.3,2.8,1.8375,0.8,1.125,8.3,966.8,964.425,962.3,97.8,95.5625,93,-1.4,-2.6125,-4.2,2.5,1.8625,0.6,23.7,16.35,"torek","januar",2013,"Zima","NIZKA","NIZKA",jan. 2013
"1287","Ljubljana",2,0.25,1.4,0.725,0.3,3,1.7125,1,0,0,973,972.025,971.5,95.3,94.15,90.5,-5.2,-5.9625,-6.5,1.4,1.1875,1,25.9,40.95,"sreda","januar",2013,"Zima","NIZKA","NIZKA",jan. 2013
"1288","Ljubljana",1,0.125,2.2,1.2,0.5,3.4,2.3625,1.2,0.1875,1.5,970.9,969.9125,969.2,95.2,94.0625,92.9,-4.4,-4.8125,-5.1,1.6,1.0625,0.6,18.4,52.05,"èetrtek","januar",2013,"Zima","NIZKA","NIZKA",jan. 2013
"1289","Ljubljana",9,1.125,2.1,1.7125,1.4,5.5,4.35,2.9,0,0,973.9,972.075,970.8,80.7,76.1875,72.6,-6.1,-6.9875,-8.4,1.3,0.4625,-0.5,32.1,61.2,"petek","januar",2013,"Zima","SREDNJA","NIZKA",jan. 2013
"1290","Ljubljana",4,0.5,2.4,1.6875,1,5,3.5875,2.2,0,0,979,978.575,978.2,74.4,73.1875,72.5,-11.5,-11.9625,-12.6,-3.7,-4.1,-4.4,54.3,71.9,"sobota","januar",2013,"Zima","SREDNJA","VISOKA",jan. 2013
"1291","Ljubljana",16,2,1.7,1.5,0.9,3.7,3.0375,2.2,0,0,981.9,981.5625,981.2,78.5,77.2875,76.3,-5.7,-6.5,-7.8,-3.5,-4.15,-4.9,65.1,66,"nedelja","januar",2013,"Zima","SREDNJA","VISOKA",jan. 2013
"1292","Ljubljana",6,0.75,1.1,0.725,0.3,2.4,1.625,1,0,0,977,976.225,975.8,80.3,78,76.8,-1.2,-3.425,-4.6,-0.7,-1.1,-1.6,80.2,34.9,"ponedeljek","januar",2013,"Zima","NIZKA","VISOKA",jan. 2013
"1293","Ljubljana",8,1,2.1,0.975,0.3,4.2,2.4125,0.9,0,0,988.1,987.7125,987.3,93.1,91.55,88.3,-3.5,-4.25,-5.1,1.5,1.3625,1.3,25.2,74.5,"torek","januar",2013,"Zima","SREDNJA","NIZKA",jan. 2013
"1294","Ljubljana",17,2.125,1.5,1.0375,0.6,5.2,2.725,1.5,0,0,984.1,983.8375,983.6,90.4,85.725,77.3,5.2,4.125,3.1,2.7,0.675,-0.5,32.1,65.15,"sreda","januar",2013,"Zima","SREDNJA","NIZKA",jan. 2013
"1295","Ljubljana",11,1.375,4.5,2.3375,0.7,9.2,5.4625,2.1,0,0,984.6,982.0875,979.5,90.2,81.0875,74.1,6,1.8,-0.2,5.1,2.8875,-0.1,23,54.8,"èetrtek","januar",2013,"Zima","NIZKA","NIZKA",jan. 2013
"1296","Ljubljana",13,1.625,1.6,1.1625,0.6,3.4,2.7625,1.7,0,0.6,979.5,979.3875,979.3,88.4,85.3125,82.7,1,0.0875,-1.5,2.5,0.3875,-0.6,54.4,28.45,"petek","februar",2013,"Zima","NIZKA","VISOKA",feb. 2013
"1297","Ljubljana",1,0.125,0.9,0.6,0.3,2.3,1.5875,1.2,2.075,16,963.3,959.4125,956.3,96.3,95.2375,94,0.3,0.2125,0,5.3,4.75,4,21.4,53.15,"sobota","februar",2013,"Zima","NIZKA","NIZKA",feb. 2013
"1298","Ljubljana",9.4,1.175,2.2,1.3375,0.3,4.2,3.0375,1.4,0,0,971.8,967.5,965.7,95,90.8875,82.1,-7.2,-7.6875,-8.5,2.1,1.225,0.7,16.8,75.25,"nedelja","februar",2013,"Zima","SREDNJA","NIZKA",feb. 2013
"1299","Ljubljana",18,2.25,0.8,0.475,0.2,1.6,1.2,0.9,0,0,981.3,980.475,979.9,92.1,91.075,89.6,-7.5,-8.4,-9,-0.5,-0.9625,-1.2,27.9,63.45,"ponedeljek","februar",2013,"Zima","SREDNJA","NIZKA",feb. 2013
"1300","Ljubljana",7,0.875,1.6,1.05,0.6,2.7,2.225,1.4,0,1.1,981.5,980.0875,978.4,80.4,79.3625,77.5,-4,-5.475,-6.7,0.7,0.1125,-0.4,38.3,32.9,"torek","februar",2013,"Zima","NIZKA","VISOKA",feb. 2013
"1301","Ljubljana",9.7,1.2125,3.2,1.3375,0.6,7.5,3.375,1.6,0.975,6.7,965.1,963.45,962.4,95.2,93.3625,90.2,-2.8,-3.525,-5.7,3.7,3.5,3,19.5,34.6,"sreda","februar",2013,"Zima","NIZKA","NIZKA",feb. 2013
"1302","Ljubljana",18,2.25,1.4,0.8875,0.5,2.6,1.775,1.3,0,0,974.6,973.7,973.3,95.9,94.35,91.3,-10.7,-10.9875,-11.3,-2.2,-3.0125,-3.6,41.4,57.75,"petek","februar",2013,"Zima","NIZKA","VISOKA",feb. 2013
"1303","Ljubljana",17,2.125,0.8,0.625,0.4,1.5,1.2875,1,0,0,977.1,976.775,976.5,91.7,90.125,88.4,-11.6,-11.8375,-12.1,-1.9,-2.1375,-2.3,31.1,49.45,"sobota","februar",2013,"Zima","NIZKA","NIZKA",feb. 2013
"1304","Ljubljana",5,0.625,1.3,0.625,0.3,2.9,1.475,0.8,0,0,978.4,978.1125,977.7,95.2,93.5125,91.7,-12.5,-12.8,-13.5,-2.7,-3.5,-3.8,34.7,68.15,"nedelja","februar",2013,"Zima","SREDNJA","NIZKA",feb. 2013
"1305","Ljubljana",25,3.125,1.2,0.825,0.5,2.5,1.85,1.1,0,0.3,977.1,976.2,975.6,92.9,91.9625,90.4,-11.9,-12.3625,-12.8,-5.2,-5.9875,-6.7,51.8,45.95,"ponedeljek","februar",2013,"Zima","NIZKA","VISOKA",feb. 2013
"1306","Ljubljana",19.1,2.3875,1.3,0.8375,0.4,3,2.0875,1.5,0.775,5.9,970,969.1,968.3,94,92.3,90,-6.3,-7,-7.6,-1.6,-1.8125,-1.9,46.3,66.65,"torek","februar",2013,"Zima","SREDNJA","VISOKA",feb. 2013
"1307","Ljubljana",20.1,2.5125,1.4,1.075,0.7,2.8,2.15,1.6,0.0125,0.1,977.3,976.1375,975.3,90.5,88.95,87.9,-7.2,-7.575,-8.1,-1.1,-1.3375,-1.6,54.2,33.9,"sreda","februar",2013,"Zima","NIZKA","VISOKA",feb. 2013
"1308","Ljubljana",7,0.875,0.8,0.5125,0.3,1.8,1.3125,0.8,0,0,984.2,983.0625,982.5,94.1,92.8875,91.1,-5.3,-5.4125,-5.6,0.3,0.175,-0.1,33.8,50.8,"èetrtek","februar",2013,"Zima","NIZKA","NIZKA",feb. 2013
"1309","Ljubljana",8,1,0.9,0.575,0.2,1.6,1.325,0.8,0,0,982.5,981.7125,981.1,91.7,89.7375,87.7,-4.9,-5.4625,-5.8,0.9,0.85,0.7,70.5,50.9,"petek","februar",2013,"Zima","NIZKA","VISOKA",feb. 2013
"1310","Ljubljana",13,1.625,2.5,1.2125,0.6,4.4,2.425,1.6,0,0,986.4,985.5,985.1,91.4,90.025,86.7,-5.5,-6.025,-6.5,1,0.4125,0,51.6,67.3,"sobota","februar",2013,"Zima","SREDNJA","VISOKA",feb. 2013
"1311","Ljubljana",31,3.875,0.9,0.6125,0.4,2.2,1.525,1.1,0,0,987.1,986.45,986,92.5,89.0875,81.4,-7.2,-7.7375,-8.2,1.8,1.05,0.7,43.8,73.5,"nedelja","februar",2013,"Zima","SREDNJA","VISOKA",feb. 2013
"1312","Ljubljana",9,1.125,1.7,1.075,0.5,5.5,2.5625,1.5,0,0,984.9,984.2625,983.9,82.3,79.075,74.3,-8,-8.85,-9.1,2.1,1.5125,1.2,55.9,72.15,"ponedeljek","februar",2013,"Zima","SREDNJA","VISOKA",feb. 2013
"1313","Ljubljana",28,3.5,0.9,0.6,0.2,2.3,1.3875,0.9,0,0,983.8,982.675,982,92.8,91.6125,90.7,-9.9,-10.4875,-11,-1.3,-2.8,-4,64.8,81.85,"torek","februar",2013,"Zima","SREDNJA","VISOKA",feb. 2013
"1314","Ljubljana",46,5.75,1.1,0.6125,0.4,2.2,1.4625,1,0,0,978.7,977.7625,977.3,85,82.4125,80.6,-6.1,-7.0875,-8,-0.1,-0.425,-0.8,49.2,56.4,"sreda","februar",2013,"Zima","NIZKA","VISOKA",feb. 2013
"1315","Ljubljana",28.9,3.6125,2.7,1.8125,0.8,5.6,3.925,1.5,0,0.9,982.5,981.95,981.4,86.4,82.4,76.9,-10.5,-11.4,-12.4,-0.2,-0.9875,-1.8,10.9,71.55,"èetrtek","februar",2013,"Zima","SREDNJA","NIZKA",feb. 2013
"1316","Ljubljana",30.1,3.7625,2.8,1.825,0.6,5.1,3.7875,2.1,0.5875,7.1,976.2,974.7375,973.7,90.5,85.9625,77.3,-12.6,-12.875,-13,-3.2,-3.475,-3.7,22.3,75.7,"petek","februar",2013,"Zima","SREDNJA","NIZKA",feb. 2013
"1317","Ljubljana",31.2,3.9,1.3,0.8,0.2,2.3,1.6125,0.8,1.125,6.5,969.9,969.1625,968.5,91.9,88.5625,82.5,-10,-10.225,-10.5,-2.6,-2.9375,-3.2,43.6,75.6,"sobota","februar",2013,"Zima","SREDNJA","VISOKA",feb. 2013
"1318","Ljubljana",32.4,4.05,0.8,0.4125,0.1,2.3,1.3375,0.6,1.15,8.4,972,970.6,970.2,94.3,93.55,92.3,-2.6,-3.9375,-6.3,-0.6,-0.7625,-0.9,44.1,68.35,"nedelja","februar",2013,"Zima","SREDNJA","VISOKA",feb. 2013
"1319","Ljubljana",33.6,4.325,1.2,0.725,0.3,2.9,1.9,1,0,0,981,978.4,976.1,96.8,96.3375,95.4,-5,-6.3375,-7.7,0.4,0.225,0,42.2,33.1,"ponedeljek","februar",2013,"Zima","NIZKA","VISOKA",feb. 2013
"1320","Ljubljana",35,4.5,1.2,0.7,0.3,2.1,1.575,0.9,0.025,0.5,985.2,984.4375,983.8,97.3,96.3,95,-3.4,-4.0375,-5.3,0.1,-0.3625,-0.8,61.1,17.65,"torek","februar",2013,"Zima","NIZKA","VISOKA",feb. 2013
"1321","Ljubljana",78,11.25,1.3,0.65,0.1,2.6,1.7625,0.7,0,0,962.6,962.025,961.6,97.3,96.5875,95.2,-1.9,-2.15,-2.3,6.3,5.5375,5,17.6,41.3,"sreda","marec",2013,"Zima","NIZKA","NIZKA",mar. 2013
"1322","Ljubljana",16,2.5,2.8,1.7125,0.6,5.7,3.6375,1.4,0.2,1.6,960.8,959.7,958.8,87.3,82.075,74.7,-3.4,-5.0625,-6.6,5.2,4.6875,3.6,5.8,90.95,"èetrtek","marec",2013,"Zima","SREDNJA","NIZKA",mar. 2013
"1323","Ljubljana",113,16.25,2.2,1.45,0.6,3.9,3,1.7,0,0,967,964.2625,962.5,77.3,73.925,67.8,-11.8,-12.125,-12.4,0,-0.7375,-0.9,20.6,91.15,"petek","marec",2013,"Zima","SREDNJA","NIZKA",mar. 2013
"1324","Ljubljana",212,32.5,0.9,0.5625,0.3,2.9,1.675,1.2,0,0,984.5,982.4375,980.8,79,71.0625,61.5,-13.4,-14.0625,-14.5,-1.5,-2.7,-4,28,100,"sobota","marec",2013,"Zima","SREDNJA","NIZKA",mar. 2013
"1325","Ljubljana",107,14.375,2,0.725,0.3,5.3,2.25,1,0,0.3,982.9,981.6875,981,66.7,62.2125,57.7,-9.2,-9.5625,-10.5,1.7,0.55,-0.2,29.6,90.5,"nedelja","marec",2013,"Zima","SREDNJA","NIZKA",mar. 2013
"1326","Ljubljana",77,10.625,1.2,0.6,0.2,2.4,1.5125,0.9,0.425,3.4,975.1,971.6625,968.5,94.9,93.125,89.9,-3.4,-4.2125,-5.2,1.9,1.5375,1.1,28.6,33.75,"ponedeljek","marec",2013,"Zima","NIZKA","NIZKA",mar. 2013
"1327","Ljubljana",216,34.125,4.2,1.4,0.7,7.6,3.4875,1.8,0.1,0.5,962.9,959.8625,958,96.4,93.9875,89.1,-4.2,-4.7125,-5.5,3.8,2.575,2,20.9,95,"torek","marec",2013,"Zima","SREDNJA","NIZKA",mar. 2013
"1328","Ljubljana",230,36.875,1.6,0.7,0.4,2.9,1.8,1.2,0,0,972.9,972.2125,971.7,91.7,87.225,81.1,-3.7,-4.15,-4.4,2.7,1.2375,0,31.2,88.15,"sreda","marec",2013,"Zima","SREDNJA","NIZKA",mar. 2013
"1329","Ljubljana",64,9.5,1.9,1.3125,0.3,3.8,2.725,1.1,0.125,1,973.2,972.1,971.5,91.9,86.9,80.4,-3.2,-4.4125,-4.9,6.2,5.6875,5.3,10.6,99.4,"èetrtek","marec",2013,"Pomlad","SREDNJA","NIZKA",mar. 2013
"1330","Ljubljana",261,42.375,1.6,0.925,0.5,3.2,2.1875,1.3,0,0,978.5,978.0625,977.5,79.4,69.725,57.2,-5.6,-6.275,-6.6,3.1,1,-0.7,24.7,103.9,"petek","marec",2013,"Pomlad","SREDNJA","NIZKA",mar. 2013
"1331","Ljubljana",187,31.25,2.4,1.575,1,5.4,3.55,2.2,0,0.3,980.9,980.5,980.3,72.2,66.125,59.6,-3.9,-4.6,-6.1,2.9,1.1125,-0.3,38.6,92.5,"sobota","marec",2013,"Pomlad","SREDNJA","VISOKA",mar. 2013
"1332","Ljubljana",25,3.5,1.9,1.575,1.3,3.8,3.1625,2.7,0.0875,0.4,981.2,980.7625,980.4,93,89.2875,84,-4.4,-4.875,-5.4,0.2,-0.0375,-0.2,27.1,87.7,"nedelja","marec",2013,"Pomlad","SREDNJA","NIZKA",mar. 2013
"1333","Ljubljana",41,7,3.6,3.0125,2.3,7,6.325,5.4,0.1375,1.1,979.6,977.6875,976.6,85.9,76.65,71.7,-6.9,-8.0875,-9,-1.7,-2.3875,-3.1,15.3,86.55,"ponedeljek","marec",2013,"Pomlad","SREDNJA","NIZKA",mar. 2013
"1334","Ljubljana",76.7,13.5875,1.1,0.75,0.3,2.5,1.9375,1.3,0.075,0.6,969.9,969.1875,968.9,89.7,85.0875,77.5,-9.1,-9.6,-10.2,-1.5,-2.275,-2.8,23.6,102.1,"torek","marec",2013,"Pomlad","SREDNJA","NIZKA",mar. 2013
"1335","Ljubljana",99,15.75,1.2,0.6875,0.2,2.4,1.6875,1.1,0,0,974,973.2125,972.9,85.3,81.925,77.4,-10.5,-11.65,-12.6,-1.7,-2.4125,-2.6,32.5,92.2,"sreda","marec",2013,"Pomlad","SREDNJA","NIZKA",mar. 2013
"1336","Ljubljana",290,49,1.4,0.9,0.2,2.7,1.8875,0.9,0,1,978.7,977.9,977.5,84.8,79.675,71.2,-7.4,-7.8125,-8.2,-0.6,-1.7375,-2.8,46.2,93.9,"èetrtek","marec",2013,"Pomlad","SREDNJA","VISOKA",mar. 2013
"1337","Ljubljana",22,4.125,1.5,0.8125,0.3,3.6,2.275,1.3,1.8,13.6,973.9,971.9,970.7,94.4,93.75,92,-0.3,-0.75,-1.4,3.7,3.45,3.2,27.9,51.85,"petek","marec",2013,"Pomlad","NIZKA","NIZKA",mar. 2013
"1338","Ljubljana",38,5.875,0.9,0.5625,0.2,2,1.7,1.2,0.075,1.7,970.3,969.9625,969.7,94.7,93.6375,92.3,-0.1,-0.1125,-0.2,3.9,3.75,3.6,11.9,63.6,"sobota","marec",2013,"Pomlad","SREDNJA","NIZKA",mar. 2013
"1339","Ljubljana",40,5.875,1.6,0.9375,0.4,3.5,2.5,1.4,0.85,6.1,963.2,962.0375,961.4,95.1,94.2875,93.6,0.8,-0.4375,-2.4,4.2,3.8375,3.6,6.9,71.75,"nedelja","marec",2013,"Pomlad","SREDNJA","NIZKA",mar. 2013
"1340","Ljubljana",40,6.125,2.4,2.0125,1.5,4.6,4.125,3.5,0.125,0.4,973.2,971.9125,971.1,89.3,87.3125,84.5,-6.1,-6.625,-7.2,3.1,2.4125,2,22.4,91.7,"ponedeljek","april",2013,"Pomlad","SREDNJA","NIZKA",apr. 2013
"1341","Ljubljana",29,6.125,2.1,1.4875,1.1,3.9,2.8375,2,0.5625,4.8,973.4,972.0375,971.3,94.8,91.2,86.1,-2.7,-3.925,-4.9,2.3,1.475,0.7,18.6,86.9,"torek","april",2013,"Pomlad","SREDNJA","NIZKA",apr. 2013
"1342","Ljubljana",88,16.375,1.2,0.6875,0.2,2.2,1.6875,1.2,0.1875,1.2,971.2,970.5375,970.3,95.2,94.3625,93.4,-4.6,-5.1625,-5.6,1.8,1.2125,0.9,17.5,83.2,"sreda","april",2013,"Pomlad","SREDNJA","NIZKA",apr. 2013
"1343","Ljubljana",203,38,0.8,0.4625,0.2,1.9,1.475,1,0,0,979.6,979.475,979.2,90.6,86.425,80.9,-0.6,-0.95,-1.3,7,5.4125,4.2,26.6,114.2,"èetrtek","april",2013,"Pomlad","SREDNJA","NIZKA",apr. 2013
"1344","Ljubljana",26,4.75,2.5,1.575,0.7,5,3.7375,1.8,0,0.3,976.3,974.825,974.1,85.6,78.7625,72.9,1.8,0.9875,0.4,11.1,10.625,10.2,21.8,101.55,"petek","april",2013,"Pomlad","SREDNJA","NIZKA",apr. 2013
"1345","Ljubljana",40.7,9.1375,4.3,1.425,0.2,9.8,3.7375,1.2,1.425,11.1,984.3,981.475,978.8,94.6,91.05,78.6,0.1,-0.1625,-0.5,9.8,8.2125,7.7,8.5,105.15,"sobota","april",2013,"Pomlad","SREDNJA","NIZKA",apr. 2013
"1346","Ljubljana",380,77.375,0.7,0.3375,0.1,1.5,1.0375,0.6,0,0,993.7,992.55,991.1,95.2,91.15,78.9,2.9,1.4125,1,9,6.5375,5.1,14.3,110.3,"nedelja","april",2013,"Pomlad","SREDNJA","NIZKA",apr. 2013
